EVENT_DATE,事件数,EVENT_TYPE,SUB_EVENT_TYPE,ADMIN1,ADMIN2,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,死亡人数
5-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Beijing,Fangshan,Zhugangzi,39.735,116.222,1,0
5-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Jiangsu,Changzhou,Zhonglou,31.802,119.902,1,0
5-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Beijing,Fengtai,Beijing-Fengtai,39.857,116.28,1,0
5-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Xinjiang,Ili Kazak Autonomous,Jiyeke,46.392,82.896,1,0
5-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Xinjiang,Ili Kazak Autonomous,Tasarna,42.831,80.833,1,0
5-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Beijing,Beijing,Beijing,39.906,116.391,3,0
5-Mar-18,1,Protests,Peaceful protest,Beijing,Fangshan,Changyang,39.766,116.217,1,0
5-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Beijing,Chaoyang,Beijing-Chaoyang,39.921,116.438,1,0
5-Mar-18,2,Protests,Peaceful protest,Jilin,Changchun,Chaoyang,43.833,125.288,2,0
6-Mar-18,1,Violence against civilians,Attack,Liaoning,Shenyang,Shenhe,41.796,123.459,3,0
6-Mar-18,2,Protests,Peaceful protest,Jiangsu,Wuxi,Binhu,31.528,120.283,2,0
6-Mar-18,1,Violence against civilians,Attack,Beijing,Fengtai,Beijing-Fengtai,39.857,116.28,1,0
6-Mar-18,1,Violence against civilians,Attack,Liaoning,Yingkou,Lutun,40.27,122.191,2,0
6-Mar-18,2,Violence against civilians,Abduction/forced disappearance,Beijing,Beijing,Beijing,39.906,116.391,3,0
6-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Shanghai,Shanghai,Shanghai,31.231,121.475,3,0
6-Mar-18,2,Protests,Peaceful protest,Shandong,Jinan,Laiwu,36.203,117.66,2,0
6-Mar-18,2,Protests,Peaceful protest,Hebei,Baoding,Jingxiu,38.877,115.459,2,0
6-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Beijing,Xicheng,Beijing-Xicheng,39.912,116.359,1,0
7-Mar-18,2,Protests,Peaceful protest,Shanxi,Taiyuan,Xinghualing,37.894,112.57,2,0
7-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Shanghai,Shanghai,Shanghai,31.231,121.475,3,0
7-Mar-18,2,Protests,Peaceful protest,Jiangsu,Taizhou,Hailing,32.491,119.919,2,0
7-Mar-18,1,Strategic developments,Other,Sichuan,Ngawa Tibetan and Qiang Autonomous,Meruma,32.859,101.991,2,0
7-Mar-18,2,Protests,Peaceful protest,Zhejiang,Ningbo,Yinzhou,29.816,121.546,2,0
7-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Xinjiang,Hotan,Yingxiehai'er,37.277,79.746,1,0
8-Mar-18,1,Violence against civilians,Attack,Beijing,Beijing,Beijing,39.906,116.391,3,0
8-Mar-18,2,Protests,Peaceful protest,Beijing,Tongzhou,Tongzhou,39.91,116.656,1,0
8-Mar-18,1,Violence against civilians,Attack,Beijing,Fengtai,Beijing-Fengtai,39.857,116.28,1,0
8-Mar-18,2,Protests,Peaceful protest,Hebei,Handan,Hanshan,36.6,114.484,1,0
8-Mar-18,2,Protests,Peaceful protest,Guangdong,Zhanjiang,Chikan,21.266,110.366,2,0
8-Mar-18,2,Protests,Peaceful protest,Anhui,Ma'anshan,Hanshan,31.736,118.101,1,0
8-Mar-18,2,Protests,Peaceful protest,Henan,Zhoukou,Chuanhui,33.648,114.651,2,0
8-Mar-18,1,Protests,Peaceful protest,Guangdong,Guangzhou,Guangzhou-Panyu,22.969,113.386,1,0
8-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Beijing,Beijing,Beijing,39.906,116.391,3,0
8-Mar-18,2,Protests,Peaceful protest,Guizhou,Qiannan Buyi and Miao Autonomous,Dushan,25.822,107.545,1,0
8-Mar-18,2,Protests,Peaceful protest,Jilin,Changchun,Chaoyang,43.833,125.288,2,0
8-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Beijing,Beijing,Beijing,39.906,116.391,3,0
9-Mar-18,2,Protests,Peaceful protest,Shanxi,Taiyuan,Xinghualing,37.894,112.57,2,0
9-Mar-18,2,Protests,Protest with intervention,Yunnan,Xishuangbanna Dai Autonomous,Menghai,21.952,100.442,1,0
9-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Shanghai,Shanghai,Shanghai,31.231,121.475,3,0
9-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Beijing,Xicheng,Beijing-Xicheng,39.912,116.359,1,0
9-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Beijing,Beijing,Beijing,39.906,116.391,3,0
9-Mar-18,2,Protests,Peaceful protest,Anhui,Chuzhou,Nanqiao,32.201,118.414,2,0
9-Mar-18,2,Violence against civilians,Abduction/forced disappearance,Xinjiang,Ili Kazak Autonomous,Xinyuan,43.43,83.261,1,0
9-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Sichuan,Garze Tibetan Autonomous,Shiqu,32.979,98.103,1,0
9-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Beijing,Beijing,Beijing,39.906,116.391,3,0
9-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Beijing,Beijing,Beijing,39.906,116.391,3,0
10-Mar-18,2,Protests,Peaceful protest,Guangxi,Nanning,Qingxiu,22.786,108.494,2,0
10-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Hubei,Qianjiang,Yangshi,30.369,112.906,1,0
10-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Anhui,Hefei,Luyang,31.879,117.265,1,0
10-Mar-18,2,Protests,Peaceful protest,Henan,Zhengzhou,Zhongyuan,34.748,113.613,2,0
10-Mar-18,2,Protests,Peaceful protest,Hubei,Huangshi,Xialu,30.174,114.961,2,0
10-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Beijing,Beijing,Beijing,39.906,116.391,3,0
11-Mar-18,2,Protests,Peaceful protest,Chongqing,Chongqing,Chongqing,29.432,106.912,3,0
11-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Beijing,Beijing,Beijing,39.906,116.391,3,0
11-Mar-18,2,Protests,Peaceful protest,Jilin,Changchun,Chaoyang,43.833,125.288,1,0
11-Mar-18,3,Violence against civilians,Abduction/forced disappearance,Beijing,Beijing,Beijing,39.906,116.391,3,0
11-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Beijing,Beijing,Beijing,39.906,116.391,3,0
11-Mar-18,1,Violence against civilians,Attack,Xinjiang,Urumqi,Shuimogou,43.833,87.642,2,0
11-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Beijing,Xicheng,Beijing-Xicheng,39.912,116.359,1,0
11-Mar-18,1,Strategic developments,Other,Beijing,Xicheng,Beijing-Xicheng,39.912,116.359,1,0
11-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Sichuan,Chengdu,Wuhou,30.642,104.043,3,0
11-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Jiangsu,Yangzhou,Guangling,32.392,119.435,2,0
11-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Shaanxi,Xianyang,Weicheng,34.362,108.737,1,0
11-Mar-18,3,Strategic developments,Change to group/activity,Henan,Zhengzhou,Zhongyuan,34.748,113.613,3,0
11-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Sichuan,Nanchong,Shunqing,30.797,106.092,2,0
11-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Shanghai,Shanghai,Shanghai,31.231,121.475,3,0
12-Mar-18,1,Protests,Protest with intervention,Shaanxi,Yulin,Yintacun,39.011,111.015,1,0
12-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Beijing,Beijing,Beijing,39.906,116.391,3,0
12-Mar-18,1,Strategic developments,Change to group/activity,Liaoning,Dalian,Pulandian,39.394,121.963,1,0
12-Mar-18,2,Protests,Peaceful protest,Shanxi,Shuozhou,Shuocheng,39.319,112.432,2,0
12-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Beijing,Xicheng,Beijing-Xicheng,39.912,116.359,1,0
12-Mar-18,2,Protests,Peaceful protest,Beijing,Beijing,Beijing,39.906,116.391,3,0
12-Mar-18,1,Strategic developments,Change to group/activity,Xinjiang,Urumqi,Shuimogou,43.833,87.642,2,0
12-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Beijing,Beijing,Beijing,39.906,116.391,3,0
12-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Beijing,Beijing,Beijing,39.906,116.391,3,0
13-Mar-18,1,Protests,Peaceful protest,Shanghai,Pudong New Area,Shanghai-Pudong New Area,31.112,121.719,1,0
13-Mar-18,2,Protests,Peaceful protest,Guangdong,Guangzhou,Guangzhou,23.173,113.359,2,0
13-Mar-18,1,Violence against civilians,Attack,Shanghai,Shanghai,Shanghai,31.231,121.475,3,0
13-Mar-18,2,Protests,Peaceful protest,Guangxi,Guigang,Gangbei,23.112,109.572,2,0
13-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Beijing,Beijing,Beijing,39.906,116.391,2,0
13-Mar-18,1,Violence against civilians,Attack,Beijing,Fengtai,Beijing-Fengtai,39.857,116.28,1,0
13-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Guangdong,Zhanjiang,Suixi,21.38,110.245,1,0
14-Mar-18,2,Protests,Peaceful protest,Guizhou,Qiannan Buyi and Miao Autonomous,Heping,26.12,106.651,1,0
14-Mar-18,2,Protests,Peaceful protest,Beijing,Beijing,Beijing,39.906,116.391,3,0
14-Mar-18,1,Violence against civilians,Attack,Jiangsu,Nanjing,Xuanwu,32.048,118.798,2,0
14-Mar-18,2,Protests,Peaceful protest,Chongqing,Chongqing,Chongqing,29.432,106.912,3,0
14-Mar-18,2,Protests,Peaceful protest,Henan,Zhoukou,Luyi,33.86,115.484,1,0
14-Mar-18,2,Protests,Protest with intervention,Jiangsu,Xuzhou,Suining,33.913,117.942,1,0
14-Mar-18,2,Protests,Protest with intervention,Sichuan,Ya'an,Yucheng,30.005,103.033,2,0
14-Mar-18,1,Violence against civilians,Attack,Henan,Nanyang,Dengzhou,32.688,112.087,1,0
15-Mar-18,1,Violence against civilians,Attack,Beijing,Beijing,Beijing,39.906,116.391,3,0
15-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Shanghai,Pudong New Area,Gaoqiao,31.342,121.576,1,0
15-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Shanghai,Jing'an,Shanghai-Jing'an,31.273,121.452,1,0
15-Mar-18,1,Protests,Peaceful protest,Zhejiang,Hangzhou,Jianggan,30.257,120.205,2,0
15-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Xinjiang,Tarbagatay,Emin,46.525,83.628,1,0
15-Mar-18,3,Violence against civilians,Attack,Shanghai,Qingpu,Shanghai-Qingpu,31.156,121.127,1,0
16-Mar-18,3,Strategic developments,Looting/property destruction,Xinjiang,Ili Kazak Autonomous,Xiahuanggong,43.858,81.703,1,0
16-Mar-18,2,Protests,Peaceful protest,Chongqing,Chongqing,Chongqing,29.432,106.912,3,0
16-Mar-18,3,Strategic developments,Looting/property destruction,Shanxi,Changzhi,Xiangyuan,36.536,113.052,1,0
16-Mar-18,3,Violence against civilians,Attack,Fujian,Putian,Lingchuan,25.294,118.97,1,0
16-Mar-18,1,Protests,Protest with intervention,Beijing,Chaoyang,Beijing-Chaoyang,39.921,116.438,1,0
16-Mar-18,3,Strategic developments,Change to group/activity,Liaoning,Shenyang,Shenhe,41.796,123.459,2,0
16-Mar-18,3,Violence against civilians,Abduction/forced disappearance,Xinjiang,Tarbagatay,Shawan,44.326,85.619,1,0
16-Mar-18,3,Violence against civilians,Abduction/forced disappearance,Xinjiang,Ili Kazak Autonomous,Xinyuan,43.43,83.261,1,0
16-Mar-18,3,Violence against civilians,Attack,Tibet,Nagqu,Xiaqu Town,31.804,92.828,1,0
16-Mar-18,3,Strategic developments,Looting/property destruction,Xinjiang,Urumqi,Shuimogou,43.833,87.642,3,0
16-Mar-18,3,Violence against civilians,Abduction/forced disappearance,Xinjiang,Ili Kazak Autonomous,Nalati,43.329,84.004,1,0
16-Mar-18,3,Strategic developments,Change to group/activity,Ningxia,Yinchuan,Lingwu,38.103,106.34,1,0
16-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Beijing,Dongcheng,Beijing-Dongcheng,39.927,116.411,1,0
16-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Beijing,Xicheng,Beijing-Xicheng,39.912,116.359,1,0
16-Mar-18,2,Strategic developments,Change to group/activity,Henan,Luoyang,Huaizhuang,34.515,112.496,1,0
16-Mar-18,3,Violence against civilians,Attack,Shaanxi,Weinan,Fuping,34.748,109.18,1,0
16-Mar-18,3,Violence against civilians,Attack,Fujian,Putian,Lingchuan,25.294,118.97,1,1
16-Mar-18,3,Violence against civilians,Abduction/forced disappearance,Xinjiang,Ili Kazak Autonomous,Huocheng,44.054,80.874,1,0
16-Mar-18,3,Violence against civilians,Attack,Xinjiang,Shihezi,Hongshan,44.296,86.052,2,0
16-Mar-18,2,Strategic developments,Change to group/activity,Liaoning,Dalian,Cuijiayao,39.499,122.409,1,0
16-Mar-18,3,Violence against civilians,Abduction/forced disappearance,Xinjiang,Shihezi,Hongshan,44.296,86.052,2,0
16-Mar-18,3,Violence against civilians,Abduction/forced disappearance,Xinjiang,Ili Kazak Autonomous,Huocheng,44.054,80.874,1,0
16-Mar-18,3,Violence against civilians,Abduction/forced disappearance,Xinjiang,Ili Kazak Autonomous,Oyman Bulaq,42.853,88.655,1,0
16-Mar-18,2,Protests,Peaceful protest,Hunan,Changsha,Furong,28.185,113.032,2,0
16-Mar-18,3,Violence against civilians,Abduction/forced disappearance,Xinjiang,Ili Kazak Autonomous,Yining City,43.946,81.691,1,0
16-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Beijing,Dongcheng,Beijing-Dongcheng,39.927,116.411,1,0
16-Mar-18,3,Strategic developments,Change to group/activity,Henan,Zhengzhou,Zhongyuan,34.748,113.613,3,0
16-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Beijing,Haidian,Beijing-Haidian,39.96,116.294,1,0
16-Mar-18,3,Violence against civilians,Abduction/forced disappearance,Xinjiang,Ili Kazak Autonomous,Zhaosu,43.157,81.131,1,0
16-Mar-18,3,Violence against civilians,Abduction/forced disappearance,Xinjiang,Urumqi,Shuimogou,43.833,87.642,3,0
17-Mar-18,1,Strategic developments,Arrests,Xinjiang,Changji Hui Autonomous,Manas,44.304,86.214,1,0
17-Mar-18,2,Protests,Peaceful protest,Jiangsu,Nantong,Chongchuan,32.01,120.857,2,0
17-Mar-18,3,Violence against civilians,Attack,Fujian,Fuzhou,Cangshan,26.044,119.316,1,0
17-Mar-18,1,Strategic developments,Looting/property destruction,Henan,Luoyang,Yichuan,34.422,112.426,1,0
18-Mar-18,1,Violence against civilians,Attack,Jiangxi,Ji'an,Jingshan,27.268,114.592,1,2
18-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Jiangsu,Wuxi,Liangxi,31.581,120.299,1,0
18-Mar-18,2,Protests,Peaceful protest,Shaanxi,Xi'an,Yanta,34.214,108.945,2,0
18-Mar-18,1,Violence against civilians,Attack,Beijing,Fengtai,Beijing-Fengtai,39.857,116.28,1,0
18-Mar-18,2,Violence against civilians,Abduction/forced disappearance,Fujian,Xiamen,Siming,24.446,118.083,2,0
19-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Beijing,Dongcheng,Beijing-Dongcheng,39.927,116.411,1,0
19-Mar-18,3,Violence against civilians,Attack,Jiangsu,Nanjing,Pukou,32.059,118.628,1,0
19-Mar-18,2,Protests,Peaceful protest,Zhejiang,Hangzhou,Jianggan,30.257,120.205,2,0
19-Mar-18,2,Protests,Peaceful protest,Heilongjiang,Harbin,Songbei,45.803,126.51,2,0
19-Mar-18,2,Protests,Peaceful protest,Shaanxi,Yan'an,Zichang,37.142,109.675,1,0
19-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Hubei,Wuhan,Qiaokou,30.582,114.215,2,0
20-Mar-18,2,Protests,Peaceful protest,Shaanxi,Xi'an,Yanta,34.214,108.945,2,0
20-Mar-18,2,Protests,Peaceful protest,Shandong,Dongying,Dongying,37.449,118.582,2,0
20-Mar-18,2,Protests,Peaceful protest,Sichuan,Bazhong,Pingchang,31.561,107.104,1,0
21-Mar-18,2,Protests,Peaceful protest,Henan,Pingdingshan,Xinhua,33.737,113.294,2,0
21-Mar-18,1,Violence against civilians,Attack,Shanghai,Hongkou,Shanghai-Hongkou,31.274,121.486,1,0
21-Mar-18,2,Protests,Peaceful protest,Shaanxi,Shangluo,Shangzhou,33.863,109.941,2,0
21-Mar-18,1,Strategic developments,Change to group/activity,Jiangxi,Yichun,Gao'an,28.441,115.361,1,0
21-Mar-18,2,Protests,Peaceful protest,Henan,Zhengzhou,Xingyang,34.787,113.383,1,0
22-Mar-18,2,Protests,Peaceful protest,Chongqing,Chongqing,Chongqing,29.432,106.912,3,0
22-Mar-18,2,Protests,Peaceful protest,Guangdong,Foshan,Chancheng,23.021,113.128,2,0
22-Mar-18,2,Protests,Peaceful protest,Guangdong,Guangzhou,Guangzhou,23.173,113.359,2,0
22-Mar-18,2,Protests,Peaceful protest,Shanxi,Taiyuan,Xinghualing,37.894,112.57,2,0
22-Mar-18,2,Protests,Peaceful protest,Shanxi,Taiyuan,Xinghualing,37.894,112.57,2,0
22-Mar-18,2,Protests,Peaceful protest,Henan,Zhengzhou,Xinzheng,34.396,113.74,1,0
22-Mar-18,2,Protests,Peaceful protest,Shaanxi,Baoji,Jintai,34.376,107.147,2,0
22-Mar-18,1,Strategic developments,Change to group/activity,Yunnan,Chuxiong Yi Autonomous,Chuxiong City,25.033,101.546,1,0
23-Mar-18,2,Strategic developments,Change to group/activity,Henan,Luoyang,Yichuan,34.422,112.426,1,0
23-Mar-18,2,Protests,Peaceful protest,Jiangsu,Huai'an,Qingjiangpu,33.506,119.033,2,0
23-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Xinjiang,Ili Kazak Autonomous,Tuosite,47.279,86.128,1,0
24-Mar-18,1,Violence against civilians,Attack,Jiangsu,Nanjing,Pukou,32.059,118.628,1,0
24-Mar-18,2,Protests,Peaceful protest,Zhejiang,Jinhua,Yiwu,29.307,120.075,1,0
25-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Xinjiang,Ili Kazak Autonomous,Fuhai,47.112,87.487,1,0
25-Mar-18,1,Protests,Peaceful protest,Fujian,Fuzhou,Cangshan,26.044,119.316,1,0
25-Mar-18,2,Protests,Peaceful protest,Zhejiang,Wenzhou,Lucheng,28.016,120.655,2,0
25-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Beijing,Fangshan,Dadong,39.715,116.064,1,0
26-Mar-18,1,Protests,Peaceful protest,Shaanxi,Xi'an,Xincheng,34.266,108.961,1,0
26-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Beijing,Beijing,Beijing,39.906,116.391,3,0
26-Mar-18,2,Protests,Peaceful protest,Henan,Xuchang,Weidu,34.025,113.823,2,0
26-Mar-18,1,Protests,Peaceful protest,Hunan,Zhuzhou,Youxian,27.015,113.395,1,0
26-Mar-18,1,Protests,Peaceful protest,Guangxi,Liuzhou,Liunan,24.336,109.385,1,0
26-Mar-18,1,Protests,Protest with intervention,Shanghai,Changning,Shanghai-Changning,31.205,121.384,1,0
27-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Gansu,Gannan Tibetan Autonomous,Xiahe,35.203,102.522,1,0
27-Mar-18,1,Protests,Peaceful protest,Shanghai,Changning,Shanghai-Changning,31.205,121.384,1,0
27-Mar-18,1,Violence against civilians,Attack,Henan,Xinxiang,Changyuan,35.202,114.669,1,0
27-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Beijing,Xicheng,Beijing-Xicheng,39.912,116.359,1,0
27-Mar-18,2,Protests,Peaceful protest,Heilongjiang,Qiqihar,Longjiang,47.339,123.205,1,0
27-Mar-18,2,Protests,Peaceful protest,Hebei,Tangshan,Yutian,39.9,117.739,1,0
27-Mar-18,2,Protests,Peaceful protest,Anhui,Anqing,Susong,30.155,116.128,1,0
28-Mar-18,2,Protests,Peaceful protest,Jiangxi,Ji'an,Jizhou,27.144,114.995,2,0
28-Mar-18,1,Riots,Mob violence,Guangxi,Liuzhou,Liunan,24.336,109.385,1,1
28-Mar-18,1,Violence against civilians,Attack,Jiangsu,Suzhou,Xiangcheng,31.373,120.642,1,0
29-Mar-18,2,Protests,Peaceful protest,Hebei,Baoding,Jingxiu,38.877,115.459,2,0
29-Mar-18,2,Protests,Peaceful protest,Henan,Zhengzhou,Zhongyuan,34.748,113.613,2,0
29-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Fujian,Ningde,Jiaocheng,26.667,119.549,2,0
29-Mar-18,2,Protests,Peaceful protest,Zhejiang,Jinhua,Yiwu,29.307,120.075,1,0
29-Mar-18,1,Protests,Protest with intervention,Guangdong,Zhuhai,Xiangzhou,22.266,113.543,2,0
30-Mar-18,1,Strategic developments,Arrests,Jiangsu,Xuzhou,Pizhou,34.339,118.012,3,0
30-Mar-18,2,Protests,Peaceful protest,Hebei,Baoding,Jingxiu,38.877,115.459,2,0
30-Mar-18,2,Violence against civilians,Abduction/forced disappearance,Xinjiang,Kashi,Tumxuk,39.865,79.069,1,0
30-Mar-18,1,Protests,Peaceful protest,Shanghai,Changning,Shanghai-Changning,31.205,121.384,1,0
30-Mar-18,1,Violence against civilians,Attack,Beijing,Changping,Beiqijia,40.118,116.424,1,0
30-Mar-18,1,Violence against civilians,Abduction/forced disappearance,Beijing,Daxing,Daxing,39.727,116.342,2,0
30-Mar-18,2,Protests,Peaceful protest,Shaanxi,Xi'an,Xincheng,34.266,108.961,1,0
31-Mar-18,3,Strategic developments,Change to group/activity,Henan,Zhengzhou,Xinmi,34.54,113.391,1,0
31-Mar-18,3,Strategic developments,Change to group/activity,Henan,Zhengzhou,Jiajinkou,34.626,113.03,1,0
31-Mar-18,3,Violence against civilians,Abduction/forced disappearance,Tibet,Lhoka,Gonggar,29.289,90.984,1,0
31-Mar-18,2,Protests,Peaceful protest,Henan,Zhengzhou,Zhongyuan,34.748,113.613,2,0
31-Mar-18,2,Protests,Peaceful protest,Shanghai,Shanghai,Shanghai,31.231,121.475,3,0
31-Mar-18,2,Protests,Peaceful protest,Sichuan,Zigong,Ziliujing,29.337,104.777,2,0
31-Mar-18,3,Violence against civilians,Abduction/forced disappearance,Xinjiang,Tarbagatay,Ulan Usu Town,44.306,85.87,1,0
31-Mar-18,1,Violence against civilians,Attack,Xinjiang,Urumqi,Shuimogou,43.833,87.642,2,0
31-Mar-18,3,Strategic developments,Looting/property destruction,Ningxia,Yinchuan,Xixia,38.496,106.156,1,0
31-Mar-18,3,Violence against civilians,Abduction/forced disappearance,Xinjiang,Changji Hui Autonomous,Manas,44.304,86.214,1,0
31-Mar-18,2,Protests,Peaceful protest,Jiangsu,Huai'an,Qingjiangpu,33.506,119.033,2,0
1-Apr-18,1,Protests,Peaceful protest,Jiangsu,Huai'an,Qingjiangpu,33.506,119.033,2,0
1-Apr-18,2,Protests,Peaceful protest,Guangdong,Maoming,Maonan,21.641,110.918,2,0
1-Apr-18,1,Strategic developments,Looting/property destruction,Jiangsu,Xuzhou,Weiji,34.016,117.962,1,0
1-Apr-18,1,Protests,Peaceful protest,Shaanxi,Xi'an,Xincheng,34.266,108.961,1,0
1-Apr-18,1,Protests,Peaceful protest,Hebei,Langfang,Yanjiao,39.946,116.809,1,0
1-Apr-18,1,Violence against civilians,Attack,Xinjiang,Ili Kazak Autonomous,Huocheng,44.054,80.874,1,1
1-Apr-18,2,Protests,Peaceful protest,Yunnan,Wenshan Zhuang and Miao Autonomous,Wenshan City,23.386,104.232,2,0
1-Apr-18,2,Protests,Peaceful protest,Anhui,Xuancheng,Xuanzhou,30.946,118.757,2,0
1-Apr-18,1,Violence against civilians,Attack,Guizhou,Guiyang,Qingzhen,26.556,106.471,1,1
1-Apr-18,1,Strategic developments,Looting/property destruction,Henan,Zhengzhou,Nanluo,34.674,112.883,1,0
1-Apr-18,2,Strategic developments,Change to group/activity,Liaoning,Dalian,Wafangdian,39.627,121.98,1,0
1-Apr-18,1,Strategic developments,Looting/property destruction,Henan,Luoyang,Luolong,34.619,112.464,2,0
1-Apr-18,1,Violence against civilians,Abduction/forced disappearance,Chongqing,Chongqing,Chongqing,29.432,106.912,3,0
2-Apr-18,1,Protests,Peaceful protest,Heilongjiang,Harbin,Nangang,45.76,126.639,1,0
2-Apr-18,1,Protests,Protest with intervention,Hunan,Zhuzhou,Youxian,27.015,113.395,1,0
2-Apr-18,2,Protests,Peaceful protest,Guangdong,Guangzhou,Guangzhou-Yuexiu,23.131,113.279,1,0
2-Apr-18,1,Violence against civilians,Attack,Macao,Macao,Macao,22.199,113.544,1,0
2-Apr-18,1,Riots,Mob violence,Henan,Zhoukou,Libukou,33.58,114.74,1,0
2-Apr-18,1,Violence against civilians,Attack,Jiangsu,Suzhou,Wuzhong,31.264,120.632,1,0
2-Apr-18,2,Protests,Peaceful protest,Guangdong,Shenzhen,Shenzhen,22.595,114.067,2,0
2-Apr-18,1,Violence against civilians,Attack,Yunnan,Zhaotong,Shuitian,28.082,104.204,1,0
2-Apr-18,1,Protests,Protest with intervention,Guangdong,Maoming,Hedongcun,22.486,110.959,1,0
3-Apr-18,1,Riots,Violent demonstration,Guangdong,Maoming,Hedongcun,22.486,110.959,1,0
3-Apr-18,1,Violence against civilians,Attack,Jiangsu,Suzhou,Changlou,31.419,120.651,1,0
3-Apr-18,1,Violence against civilians,Abduction/forced disappearance,Beijing,Beijing,Beijing,39.906,116.391,3,0
3-Apr-18,2,Protests,Peaceful protest,Jiangxi,Nanchang,Donghu,28.685,115.899,2,0
3-Apr-18,1,Protests,Peaceful protest,Shaanxi,Xi'an,Xincheng,34.266,108.961,1,0
3-Apr-18,2,Protests,Peaceful protest,Beijing,Beijing,Beijing,39.906,116.391,3,0
3-Apr-18,1,Protests,Protest with intervention,Guangdong,Foshan,Beijiao Town,22.928,113.207,1,0
3-Apr-18,1,Violence against civilians,Attack,Guangxi,Qinzhou,Qinbei,22.133,108.449,1,0
3-Apr-18,2,Protests,Peaceful protest,Guizhou,Liupanshui,Longchang,26.156,104.763,1,0
4-Apr-18,1,Violence against civilians,Attack,Jilin,Siping,Tiedong,43.164,124.402,1,0
4-Apr-18,1,Riots,Violent demonstration,Guangdong,Maoming,Hedongcun,22.486,110.959,1,0
4-Apr-18,1,Riots,Mob violence,Shaanxi,Xianyang,Beiganjing,34.728,108.065,1,1
4-Apr-18,1,Protests,Peaceful protest,Beijing,Beijing,Beijing,39.906,116.391,3,0
5-Apr-18,2,Violence against civilians,Abduction/forced disappearance,Qinghai,Golog Tibetan Autonomous,Darlag,33.744,99.653,1,0
5-Apr-18,1,Violence against civilians,Attack,Guangdong,Shantou,Fushan,23.363,116.377,1,1
5-Apr-18,1,Violence against civilians,Abduction/forced disappearance,Xinjiang,Ili Kazak Autonomous,Toli,45.947,83.608,1,0
5-Apr-18,1,Protests,Protest with intervention,Guangdong,Maoming,Xinyi,22.354,110.947,1,0
5-Apr-18,2,Violence against civilians,Abduction/forced disappearance,Xinjiang,Ili Kazak Autonomous,Altay City,47.827,88.132,2,0
5-Apr-18,1,Protests,Peaceful protest,Guangdong,Guangzhou,Guangzhou,23.173,113.359,2,0
5-Apr-18,2,Protests,Peaceful protest,Jiangsu,Wuxi,Binhu,31.528,120.283,1,0
