EVENT_DATE,事件数,EVENT_TYPE,SUB_EVENT_TYPE,ADMIN1,ADMIN2,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,死亡人数
1-Jan-18,2,Protests,Peaceful protest,Hunan,Yongzhou,Lengshuitan,26.461,111.592,2,0
1-Jan-18,2,Protests,Peaceful protest,Guangdong,Yangjiang,Jiangcheng,21.862,111.955,2,0
1-Jan-18,3,Strategic developments,Looting/property destruction,Xinjiang,Karamay,Karamay,45.603,84.868,2,0
1-Jan-18,3,Violence against civilians,Attack,Shandong,Jinan,Lixia,36.666,117.076,2,0
1-Jan-18,2,Protests,Peaceful protest,Liaoning,Chaoyang,Beipiao,41.801,120.771,1,0
1-Jan-18,1,Violence against civilians,Abduction/forced disappearance,Xinjiang,Ili Kazak Autonomous,Yining City,43.946,81.691,1,0
1-Jan-18,2,Protests,Peaceful protest,Guangdong,Shanwei,Haifeng,22.967,115.323,1,0
2-Jan-18,1,Protests,Peaceful protest,Fujian,Fuzhou,Fuqing,25.721,119.384,1,0
2-Jan-18,3,Protests,Peaceful protest,Shaanxi,Xi'an,Huyi,33.998,108.586,1,0
2-Jan-18,2,Protests,Peaceful protest,Henan,Xinyang,Pingqiao,32.101,114.126,2,0
2-Jan-18,1,Protests,Protest with intervention,Yunnan,Qujing,Qilin,25.495,103.805,2,0
2-Jan-18,2,Protests,Peaceful protest,Zhejiang,Wenzhou,Xiashatang,27.787,120.659,1,0
2-Jan-18,2,Protests,Protest with intervention,Zhejiang,Jiaxing,Nanhu,30.723,120.682,2,0
2-Jan-18,1,Protests,Peaceful protest,Shaanxi,Xi'an,Xincheng,34.266,108.961,1,0
3-Jan-18,2,Protests,Peaceful protest,Gansu,Qingyang,Yonghe,35.321,108.315,1,0
3-Jan-18,2,Protests,Protest with intervention,Hebei,Handan,Congtai,36.636,114.493,2,0
3-Jan-18,1,Strategic developments,Looting/property destruction,Hunan,Changsha,Furong,28.185,113.032,1,0
3-Jan-18,1,Protests,Peaceful protest,Fujian,Fuzhou,Fuqing,25.721,119.384,1,0
4-Jan-18,2,Protests,Peaceful protest,Guangdong,Guangzhou,Guangzhou,23.173,113.359,2,0
4-Jan-18,2,Protests,Peaceful protest,Sichuan,Dazhou,Tongchuan,31.215,107.504,2,0
4-Jan-18,2,Protests,Peaceful protest,Yunnan,Deqen Tibetan Autonomous,Weixi Lisu Autonomous,27.176,99.289,1,0
5-Jan-18,2,Protests,Peaceful protest,Beijing,Beijing,Beijing,39.906,116.391,3,0
5-Jan-18,1,Protests,Peaceful protest,Beijing,Haidian,Beijing-Haidian,39.96,116.294,1,0
5-Jan-18,1,Protests,Peaceful protest,Shaanxi,Xi'an,Baqiao,34.274,109.066,1,0
5-Jan-18,1,Violence against civilians,Attack,Jiangxi,Nanchang,Nantai,28.489,116.412,1,1
5-Jan-18,1,Protests,Peaceful protest,Jiangsu,Lianyungang,Xinpu,34.356,119.159,2,0
5-Jan-18,2,Protests,Peaceful protest,Jilin,Yanbian Korean Autonomous,Yanji City,42.891,129.509,1,0
5-Jan-18,1,Protests,Peaceful protest,Guangdong,Dongguan,Xinji,23.062,113.589,1,0
5-Jan-18,2,Protests,Protest with intervention,Fujian,Zhangzhou,Xiangcheng,24.511,117.654,2,0
5-Jan-18,1,Protests,Peaceful protest,Jiangsu,Wuxi,Jiangyin,31.921,120.285,1,0
6-Jan-18,1,Protests,Protest with intervention,Beijing,Xicheng,Beijing-Xicheng,39.912,116.359,1,0
6-Jan-18,1,Violence against civilians,Attack,Beijing,Xicheng,Beijing-Xicheng,39.912,116.359,1,0
6-Jan-18,1,Protests,Peaceful protest,Shanghai,Shanghai,Shanghai,31.231,121.475,3,0
6-Jan-18,1,Protests,Protest with intervention,Hunan,Changsha,Yuelu,28.235,112.931,1,0
6-Jan-18,2,Protests,Peaceful protest,Liaoning,Shenyang,Shenhe,41.796,123.459,2,0
6-Jan-18,1,Violence against civilians,Abduction/forced disappearance,Hubei,Wuhan,Jiang'an,30.6,114.309,2,0
6-Jan-18,2,Violence against civilians,Abduction/forced disappearance,Xinjiang,Ili Kazak Autonomous,Yining City,43.946,81.691,2,0
7-Jan-18,2,Protests,Peaceful protest,Beijing,Beijing,Beijing,39.906,116.391,3,0
7-Jan-18,1,Protests,Protest with intervention,Hebei,Shijiazhuang,Chang'an,38.036,114.539,1,0
7-Jan-18,1,Protests,Peaceful protest,Shanghai,Shanghai,Shanghai,31.231,121.475,1,0
7-Jan-18,1,Protests,Protest with intervention,Guangdong,Dongguan,Xinji,23.062,113.589,1,0
8-Jan-18,1,Protests,Peaceful protest,Shanxi,Yuncheng,Yanhu,35.015,110.998,2,0
8-Jan-18,1,Protests,Peaceful protest,Guangdong,Shenzhen,Shenzhen-Bao'an,22.687,113.863,1,0
8-Jan-18,1,Protests,Protest with intervention,Hunan,Changsha,Yuelu,28.235,112.931,1,0
8-Jan-18,2,Protests,Peaceful protest,Shanghai,Shanghai,Shanghai,31.231,121.475,3,0
8-Jan-18,2,Violence against civilians,Attack,Hubei,Wuhan,Jianghan,30.601,114.271,1,0
8-Jan-18,2,Protests,Peaceful protest,Shaanxi,Xi'an,Huyi,33.998,108.586,1,0
8-Jan-18,1,Protests,Peaceful protest,Anhui,Hefei,Yaohai,31.858,117.309,1,0
8-Jan-18,1,Protests,Peaceful protest,Guangdong,Guangzhou,Guangzhou,23.173,113.359,2,0
8-Jan-18,1,Protests,Peaceful protest,Jilin,Baishan,Fusong,42.221,127.448,1,0
8-Jan-18,1,Battles,Armed clash,Henan,Luoyang,Luolong,34.619,112.464,1,0
8-Jan-18,1,Protests,Peaceful protest,Jilin,Changchun,Chaoyang,43.833,125.288,1,0
8-Jan-18,1,Protests,Protest with intervention,Beijing,Xicheng,Beijing-Xicheng,39.912,116.359,1,0
8-Jan-18,1,Protests,Peaceful protest,Hebei,Zhangjiakou,Qiaodong,40.787,114.888,1,0
8-Jan-18,1,Protests,Peaceful protest,Shandong,Tai'an,Taishan,36.192,117.135,2,0
8-Jan-18,1,Protests,Excessive force against protesters,Hebei,Tangshan,Laoting,39.425,118.907,1,0
8-Jan-18,1,Protests,Peaceful protest,Hunan,Hengyang,Hengdong,27.084,112.948,1,0
9-Jan-18,1,Protests,Peaceful protest,Shanghai,Pudong New Area,Shanghai-Pudong New Area,31.112,121.719,1,0
9-Jan-18,1,Strategic developments,Looting/property destruction,Shanxi,Linfen,Fushan,35.968,111.849,1,0
9-Jan-18,1,Protests,Protest with intervention,Jilin,Baishan,Fusong,42.221,127.448,1,0
9-Jan-18,1,Protests,Excessive force against protesters,Anhui,Suzhou,Sixian,33.483,117.91,1,0
10-Jan-18,2,Protests,Peaceful protest,Hebei,Cangzhou,Yunhe,38.31,116.832,2,0
10-Jan-18,1,Protests,Peaceful protest,Henan,Luoyang,Luolong,34.619,112.464,1,0
10-Jan-18,1,Protests,Peaceful protest,Hubei,Wuhan,Jiang'an,30.6,114.309,2,0
10-Jan-18,2,Protests,Peaceful protest,Hunan,Huaihua,Hecheng,27.579,110.04,2,0
10-Jan-18,1,Protests,Peaceful protest,Hubei,Wuhan,Hanyang,30.554,114.219,1,0
10-Jan-18,2,Protests,Peaceful protest,Fujian,Fuzhou,Gulou,26.082,119.304,2,0
10-Jan-18,2,Protests,Peaceful protest,Henan,Shangqiu,Suiyang,34.388,115.653,2,0
10-Jan-18,1,Protests,Peaceful protest,Sichuan,Chengdu,Shuangliu,30.574,103.924,1,0
10-Jan-18,1,Violence against civilians,Abduction/forced disappearance,Xinjiang,Ili Kazak Autonomous,Qinggil,46.672,90.385,1,0
10-Jan-18,2,Protests,Peaceful protest,Sichuan,Chengdu,Wuhou,30.642,104.043,2,0
10-Jan-18,1,Protests,Excessive force against protesters,Jilin,Baishan,Fusong,42.221,127.448,1,0
11-Jan-18,1,Protests,Peaceful protest,Macao,Macao,Macao,22.199,113.544,1,0
11-Jan-18,1,Protests,Protest with intervention,Hubei,Wuhan,Hanyang,30.554,114.219,1,0
11-Jan-18,1,Protests,Peaceful protest,Fujian,Nanping,Diankou,26.641,118.356,1,0
11-Jan-18,1,Protests,Peaceful protest,Jilin,Changchun,Erdao,43.866,125.374,1,0
11-Jan-18,2,Protests,Peaceful protest,Inner Mongolia,Hohhot,Xincheng,40.858,111.666,2,0
11-Jan-18,1,Protests,Peaceful protest,Inner Mongolia,Hohhot,Saihan,40.792,111.702,1,0
11-Jan-18,1,Protests,Peaceful protest,Jiangsu,Yancheng,Tinghu,33.392,120.14,2,0
11-Jan-18,1,Violence against civilians,Abduction/forced disappearance,Shaanxi,Shangluo,Zhashui,33.686,109.114,1,0
11-Jan-18,1,Violence against civilians,Attack,Yunnan,Kunming,Dabanqiao,25.046,102.881,1,0
11-Jan-18,1,Violence against civilians,Attack,Liaoning,Shenyang,Hutai,41.796,123.135,1,0
11-Jan-18,3,Violence against civilians,Attack,Liaoning,Shenyang,Shenhe,41.796,123.459,2,1
11-Jan-18,1,Riots,Violent demonstration,Sichuan,Meishan,Renshou,29.996,104.134,1,0
11-Jan-18,1,Protests,Protest with intervention,Shaanxi,Xi'an,Lianhu,34.265,108.944,1,0
11-Jan-18,2,Protests,Peaceful protest,Fujian,Fuzhou,Gulou,26.082,119.304,2,0
11-Jan-18,1,Protests,Peaceful protest,Jiangsu,Nanjing,Xuanwu,32.048,118.798,2,0
11-Jan-18,2,Protests,Peaceful protest,Henan,Nanyang,Dengzhou,32.688,112.087,1,0
12-Jan-18,1,Protests,Peaceful protest,Liaoning,Fushun,Wanghua,41.852,123.779,1,0
12-Jan-18,1,Protests,Peaceful protest,Tianjin,Tianjin,Tianjin,39.343,117.362,3,0
12-Jan-18,1,Riots,Mob violence,Guangxi,Yulin,Luchuan,22.321,110.264,1,0
12-Jan-18,1,Violence against civilians,Attack,Guangxi,Nanning,Liangqing,22.749,108.417,1,0
12-Jan-18,2,Violence against civilians,Attack,Liaoning,Shenyang,Hutai,41.796,123.135,1,0
12-Jan-18,1,Protests,Peaceful protest,Sichuan,Meishan,Renshou,29.996,104.134,1,0
12-Jan-18,2,Protests,Peaceful protest,Guizhou,Guiyang,Guanshanhu,26.602,106.622,2,0
12-Jan-18,1,Violence against civilians,Attack,Jiangsu,Suzhou,Mudu,31.258,120.516,1,0
13-Jan-18,1,Protests,Peaceful protest,Hunan,Shaoyang,Longhui,27.114,111.032,1,0
13-Jan-18,2,Protests,Peaceful protest,Shanxi,Changzhi,Chengqu,36.203,113.123,2,0
13-Jan-18,1,Protests,Peaceful protest,Guangdong,Foshan,Chancheng,23.021,113.128,1,0
13-Jan-18,2,Protests,Protest with intervention,Shandong,Qingdao,Shinan,36.076,120.412,2,0
13-Jan-18,1,Violence against civilians,Abduction/forced disappearance,Zhejiang,Wenzhou,Lucheng,28.016,120.655,2,0
14-Jan-18,1,Violence against civilians,Abduction/forced disappearance,Xinjiang,Ili Kazak Autonomous,Zhaosu,43.157,81.131,1,0
14-Jan-18,1,Violence against civilians,Attack,Beijing,Xicheng,Beijing-Xicheng,39.912,116.359,1,0
14-Jan-18,2,Protests,Peaceful protest,Henan,Zhumadian,Yicheng,32.973,113.994,2,0
14-Jan-18,2,Protests,Peaceful protest,Hebei,Tangshan,Lubei,39.624,118.201,2,0
14-Jan-18,1,Protests,Peaceful protest,Henan,Kaifeng,Tongxu,34.48,114.468,1,0
14-Jan-18,1,Strategic developments,Arrests,Ningxia,Yinchuan,Xingqing,38.474,106.289,1,0
14-Jan-18,1,Protests,Peaceful protest,Shaanxi,Yan'an,Baota,36.591,109.493,1,0
15-Jan-18,1,Protests,Protest with intervention,Henan,Luoyang,Luolong,34.619,112.464,1,0
15-Jan-18,1,Protests,Peaceful protest,Shaanxi,Xi'an,Lianhu,34.265,108.944,1,0
15-Jan-18,1,Protests,Peaceful protest,Hebei,Xingtai,Shahe,36.855,114.503,1,0
15-Jan-18,1,Protests,Peaceful protest,Hunan,Changsha,Kaifu,28.257,112.986,1,0
15-Jan-18,2,Protests,Peaceful protest,Hainan,Haikou,Longhua,20.031,110.329,2,0
15-Jan-18,1,Protests,Peaceful protest,Henan,Kaifeng,Gulou,34.789,114.348,1,0
15-Jan-18,1,Protests,Peaceful protest,Macao,Macao,Macao,22.199,113.544,1,0
15-Jan-18,1,Protests,Protest with intervention,Jilin,Baishan,Changbai Korean Autonomous,41.42,128.201,1,0
15-Jan-18,2,Protests,Protest with intervention,Guangdong,Shanwei,Lufeng,22.919,115.652,1,0
15-Jan-18,2,Protests,Peaceful protest,Sichuan,Chengdu,Wuhou,30.642,104.043,2,0
16-Jan-18,3,Violence against civilians,Abduction/forced disappearance,Xinjiang,Urumqi,Shuimogou,43.833,87.642,2,0
16-Jan-18,2,Protests,Peaceful protest,Hainan,Haikou,Longhua,20.031,110.329,2,0
16-Jan-18,3,Violence against civilians,Abduction/forced disappearance,Xinjiang,Changji Hui Autonomous,Manas,44.304,86.214,1,0
16-Jan-18,1,Protests,Peaceful protest,Shaanxi,Xianyang,Yangling,34.272,108.085,1,0
16-Jan-18,2,Protests,Peaceful protest,Hubei,Wuhan,Jiang'an,30.6,114.309,2,0
16-Jan-18,2,Protests,Peaceful protest,Jiangsu,Taizhou,Xinghua,32.91,119.853,1,0
16-Jan-18,2,Protests,Peaceful protest,Anhui,Suzhou,Lingbi,33.553,117.552,1,0
16-Jan-18,1,Protests,Protest with intervention,Shaanxi,Xi'an,Yanta,34.214,108.945,1,0
16-Jan-18,1,Violence against civilians,Abduction/forced disappearance,Beijing,Xicheng,Beijing-Xicheng,39.912,116.359,1,0
16-Jan-18,2,Protests,Peaceful protest,Chongqing,Chongqing,Chongqing,29.432,106.912,3,0
16-Jan-18,3,Violence against civilians,Abduction/forced disappearance,Xinjiang,Shihezi,Shihezi Town,44.287,86.035,1,0
16-Jan-18,3,Violence against civilians,Abduction/forced disappearance,Xinjiang,Ili Kazak Autonomous,Yining City,43.946,81.691,1,0
16-Jan-18,3,Violence against civilians,Abduction/forced disappearance,Xinjiang,Bayingolin Mongolia Autonomous,Qiemo,38.147,85.529,1,0
16-Jan-18,3,Violence against civilians,Abduction/forced disappearance,Xinjiang,Urumqi,Shuimogou,43.833,87.642,3,0
16-Jan-18,3,Violence against civilians,Abduction/forced disappearance,Xinjiang,Urumqi,Shuimogou,43.833,87.642,3,0
16-Jan-18,1,Protests,Peaceful protest,Hubei,Shiyan,Maojian,32.592,110.814,1,0
16-Jan-18,1,Protests,Peaceful protest,Hunan,Changsha,Furong,28.185,113.032,1,0
16-Jan-18,1,Protests,Peaceful protest,Shanxi,Linfen,Houma,35.619,111.372,1,0
16-Jan-18,1,Protests,Peaceful protest,Guangdong,Shenzhen,Shenzhen-Futian,22.544,114.047,1,0
17-Jan-18,2,Protests,Peaceful protest,Jiangsu,Taizhou,Hailing,32.491,119.919,2,0
17-Jan-18,1,Protests,Peaceful protest,Guangdong,Guangzhou,Guangzhou-Baiyun,23.28,113.314,1,0
17-Jan-18,1,Protests,Protest with intervention,Shanghai,Pudong New Area,Shanghai-Pudong New Area,31.112,121.719,1,0
17-Jan-18,2,Protests,Peaceful protest,Guangxi,Baise,Youjiang,23.901,106.619,2,0
17-Jan-18,1,Violence against civilians,Abduction/forced disappearance,Xinjiang,Kashi,Yawage,39.49,76.002,1,0
17-Jan-18,1,Protests,Peaceful protest,Beijing,Dongcheng,Beijing-Dongcheng,39.927,116.411,1,0
17-Jan-18,1,Protests,Peaceful protest,Hunan,Shaoyang,Yuexi,27.155,110.444,1,0
17-Jan-18,1,Violence against civilians,Abduction/forced disappearance,Henan,Jiyuan,Jiyuan,35.067,112.602,2,0
17-Jan-18,2,Violence against civilians,Abduction/forced disappearance,Jiangsu,Wuxi,Binhu,31.528,120.283,1,0
17-Jan-18,2,Protests,Peaceful protest,Shanxi,Changzhi,Chengqu,36.203,113.123,2,0
18-Jan-18,1,Riots,Violent demonstration,Shanghai,Pudong New Area,Shanghai-Pudong New Area,31.112,121.719,1,0
18-Jan-18,1,Protests,Peaceful protest,Zhejiang,Lishui,Liandu,28.446,119.913,1,0
18-Jan-18,1,Protests,Peaceful protest,Shaanxi,Xi'an,Lianhu,34.265,108.944,1,0
18-Jan-18,1,Protests,Peaceful protest,Fujian,Quanzhou,Huian,25.03,118.797,1,0
18-Jan-18,1,Protests,Peaceful protest,Hainan,Danzhou,Nada Town,19.515,109.546,2,0
18-Jan-18,1,Protests,Peaceful protest,Guangdong,Zhuhai,Xiangzhou,22.266,113.543,1,0
18-Jan-18,1,Strategic developments,Looting/property destruction,Henan,Zhengzhou,Zhongyuan,34.748,113.613,2,0
18-Jan-18,2,Violence against civilians,Abduction/forced disappearance,Xinjiang,Ili Kazak Autonomous,Aqbaldau,46.228,83.379,1,0
18-Jan-18,1,Protests,Peaceful protest,Guangxi,Guilin,Guanyang,25.489,111.161,1,0
18-Jan-18,1,Protests,Peaceful protest,Guangdong,Foshan,Shunde,22.805,113.293,1,0
18-Jan-18,1,Protests,Peaceful protest,Shanxi,Luliang,Fenyang,37.262,111.77,1,0
18-Jan-18,1,Protests,Peaceful protest,Shanghai,Pudong New Area,Shanghai-Pudong New Area,31.112,121.719,1,0
18-Jan-18,2,Protests,Peaceful protest,Shaanxi,Shangluo,Shangzhou,33.863,109.941,2,0
19-Jan-18,1,Protests,Peaceful protest,Tianjin,Binhai,Binhai,39.004,117.71,2,0
19-Jan-18,2,Protests,Protest with intervention,Guizhou,Liupanshui,Liuzhi,26.201,105.48,2,0
19-Jan-18,1,Protests,Peaceful protest,Shanghai,Pudong New Area,Shanghai-Pudong New Area,31.112,121.719,1,0
20-Jan-18,1,Violence against civilians,Abduction/forced disappearance,Beijing,Beijing,Beijing,39.906,116.391,3,0
20-Jan-18,1,Protests,Peaceful protest,Chongqing,Hechuan,Hechuan,29.972,106.276,1,0
20-Jan-18,1,Protests,Peaceful protest,Shandong,Jining,Rencheng,35.407,116.595,2,0
20-Jan-18,1,Protests,Peaceful protest,Hunan,Changsha,Furong,28.185,113.032,3,0
20-Jan-18,2,Protests,Peaceful protest,Heilongjiang,Shuangyashan,Raohe,46.797,134.01,1,0
20-Jan-18,1,Violence against civilians,Attack,Beijing,Chaoyang,Beijing-Chaoyang,39.921,116.438,1,0
20-Jan-18,1,Violence against civilians,Attack,Henan,Shangqiu,Xiayi,34.237,116.131,1,1
20-Jan-18,1,Protests,Peaceful protest,Jiangsu,Nantong,Chongchuan,32.01,120.857,2,0
20-Jan-18,1,Protests,Peaceful protest,Tianjin,Xiqing,Xiqing,39.141,117.009,1,0
20-Jan-18,1,Protests,Peaceful protest,Hunan,Xiangtan,Yuetang,27.872,112.97,2,0
21-Jan-18,1,Protests,Peaceful protest,Jilin,Jilin,Chuanying,43.834,126.541,2,0
21-Jan-18,2,Protests,Peaceful protest,Hebei,Zhangjiakou,Qiaoxi,40.82,114.87,2,0
21-Jan-18,2,Protests,Peaceful protest,Sichuan,Chengdu,Wuhou,30.642,104.043,2,0
22-Jan-18,1,Protests,Peaceful protest,Beijing,Xicheng,Beijing-Xicheng,39.912,116.359,1,0
22-Jan-18,2,Protests,Peaceful protest,Shandong,Linyi,Junan,35.175,118.835,1,0
22-Jan-18,1,Protests,Peaceful protest,Shaanxi,Xi'an,Xincheng,34.266,108.961,1,0
22-Jan-18,1,Protests,Protest with intervention,Zhejiang,Lishui,Liandu,28.446,119.913,1,0
22-Jan-18,1,Protests,Peaceful protest,Hubei,Yichang,Wufeng Tujia Autonomous,30.2,110.675,1,0
22-Jan-18,1,Protests,Peaceful protest,Hunan,Changsha,Yuhua,28.138,113.038,1,0
22-Jan-18,1,Protests,Peaceful protest,Hebei,Handan,Feixiang,36.55,114.814,1,0
22-Jan-18,2,Protests,Peaceful protest,Shandong,Jining,Sishui,35.664,117.251,1,0
22-Jan-18,2,Protests,Peaceful protest,Shaanxi,Yulin,Yuyang,38.277,109.72,2,0
22-Jan-18,1,Protests,Protest with intervention,Jiangsu,Nanjing,Xuanwu,32.048,118.798,2,0
23-Jan-18,2,Protests,Peaceful protest,Jilin,Songyuan,Ningjiang,45.172,124.817,2,0
23-Jan-18,1,Protests,Peaceful protest,Fujian,Xiamen,Haicang,24.484,118.033,1,0
23-Jan-18,1,Protests,Peaceful protest,Sichuan,Chengdu,Wuhou,30.642,104.043,2,0
23-Jan-18,1,Protests,Peaceful protest,Sichuan,Chengdu,Wuhou,30.642,104.043,2,0
24-Jan-18,1,Violence against civilians,Abduction/forced disappearance,Jilin,Changchun,Chaoyang,43.833,125.288,2,0
24-Jan-18,1,Protests,Peaceful protest,Henan,Sanmenxia,Shanzhou,34.721,111.104,1,0
24-Jan-18,1,Protests,Peaceful protest,Shaanxi,Xi'an,Weiyang,34.293,108.946,2,0
24-Jan-18,1,Protests,Peaceful protest,Hunan,Xiangtan,Yuetang,27.872,112.97,1,0
24-Jan-18,1,Protests,Peaceful protest,Guangdong,Zhanjiang,Potou,21.245,110.455,1,0
24-Jan-18,1,Protests,Peaceful protest,Sichuan,Suining,Anju,30.353,105.459,1,0
24-Jan-18,1,Violence against civilians,Attack,Hebei,Chengde,Shangbancheng,40.825,118.053,1,0
24-Jan-18,2,Protests,Peaceful protest,Jilin,Changchun,Chaoyang,43.833,125.288,2,0
24-Jan-18,1,Violence against civilians,Abduction/forced disappearance,Shanghai,Putuo,Shanghai-Putuo,31.252,121.4,1,0
24-Jan-18,1,Protests,Peaceful protest,Hunan,Changsha,Yuelu,28.235,112.931,1,0
24-Jan-18,1,Protests,Peaceful protest,Jiangxi,Ganzhou,Xingguo,26.341,115.358,1,0
24-Jan-18,1,Riots,Mob violence,Yunnan,Zhaotong,Ange,27.176,103.527,1,1
25-Jan-18,1,Protests,Peaceful protest,Heilongjiang,Harbin,Xiangfang,45.708,126.663,1,0
25-Jan-18,2,Protests,Peaceful protest,Henan,Hebi,Qibin,35.741,114.299,2,0
25-Jan-18,1,Protests,Peaceful protest,Shandong,Jinan,Lixia,36.666,117.076,1,0
25-Jan-18,1,Protests,Peaceful protest,Guangdong,Foshan,Shunde,22.805,113.293,1,0
25-Jan-18,1,Protests,Peaceful protest,Yunnan,Chuxiong Yi Autonomous,Nanhua,25.195,101.272,1,0
25-Jan-18,2,Protests,Peaceful protest,Anhui,Bozhou,Guoyang,33.493,116.216,1,0
25-Jan-18,1,Protests,Peaceful protest,Liaoning,Shenyang,Tiexi,41.803,123.376,1,0
25-Jan-18,1,Violence against civilians,Abduction/forced disappearance,Jiangsu,Suzhou,Kunshan,31.386,120.981,1,0
25-Jan-18,1,Protests,Peaceful protest,Shaanxi,Xi'an,Xincheng,34.266,108.961,1,0
26-Jan-18,2,Protests,Peaceful protest,Beijing,Beijing,Beijing,39.906,116.391,3,0
26-Jan-18,1,Violence against civilians,Abduction/forced disappearance,Jiangsu,Suzhou,Kunshan,31.386,120.981,1,0
26-Jan-18,1,Protests,Peaceful protest,Jilin,Changchun,Chaoyang,43.833,125.288,2,0
26-Jan-18,1,Protests,Peaceful protest,Sichuan,Yibin,Xuzhou,28.695,104.535,1,0
26-Jan-18,1,Protests,Peaceful protest,Sichuan,Meishan,Dongpo,30.042,103.832,2,0
26-Jan-18,1,Protests,Peaceful protest,Liaoning,Huludao,Longgang,40.735,120.894,1,0
26-Jan-18,2,Protests,Peaceful protest,Tianjin,Tianjin,Tianjin,39.343,117.362,3,0
26-Jan-18,1,Protests,Peaceful protest,Jilin,Changchun,Chaoyang,43.833,125.288,2,0
26-Jan-18,1,Protests,Protest with intervention,Gansu,Linxia Hui Autonomous,Linxia City,35.587,103.209,1,0
26-Jan-18,1,Protests,Peaceful protest,Yunnan,Zhaotong,Zhenxiong,27.442,104.874,1,0
27-Jan-18,1,Violence against civilians,Abduction/forced disappearance,Fujian,Fuzhou,Gulou,26.082,119.304,1,0
27-Jan-18,2,Violence against civilians,Attack,Shandong,Liaocheng,Dongchangfu,36.435,115.988,1,0
27-Jan-18,1,Protests,Peaceful protest,Sichuan,Mianyang,Fucheng,31.455,104.757,1,0
27-Jan-18,1,Protests,Peaceful protest,Jiangxi,Yingtan,Yuehu,28.239,117.034,2,0
27-Jan-18,2,Protests,Peaceful protest,Shaanxi,Yulin,Yuyang,38.277,109.72,2,0
27-Jan-18,1,Protests,Protest with intervention,Gansu,Linxia Hui Autonomous,Linxia City,35.587,103.209,1,0
27-Jan-18,1,Violence against civilians,Abduction/forced disappearance,Beijing,Shijingshan,Beijing-Shijingshan,39.92,116.186,2,0
27-Jan-18,1,Protests,Peaceful protest,Liaoning,Dalian,Jinzhou,39.05,121.783,1,0
28-Jan-18,1,Violence against civilians,Abduction/forced disappearance,Tibet,Nagqu,Sog,31.887,93.786,1,0
28-Jan-18,1,Protests,Peaceful protest,Hubei,Wuhan,Qiaokou,30.582,114.215,1,0
28-Jan-18,2,Protests,Peaceful protest,Hubei,Wuhan,Jianghan,30.601,114.271,1,0
28-Jan-18,2,Violence against civilians,Abduction/forced disappearance,Beijing,Beijing,Beijing,39.906,116.391,3,0
29-Jan-18,1,Protests,Peaceful protest,Henan,Xinxiang,Hongqi,35.303,113.876,2,0
29-Jan-18,1,Protests,Peaceful protest,Shanxi,Jinzhong,Jiexui,37.027,111.917,1,0
29-Jan-18,1,Protests,Peaceful protest,Shaanxi,Weinan,Pucheng,34.956,109.586,1,0
29-Jan-18,2,Protests,Peaceful protest,Shaanxi,Weinan,Dali,34.797,109.942,1,0
29-Jan-18,3,Violence against civilians,Attack,Xinjiang,Urumqi,Shuimogou,43.833,87.642,2,1
29-Jan-18,1,Protests,Peaceful protest,Beijing,Xicheng,Beijing-Xicheng,39.912,116.359,1,0
29-Jan-18,1,Protests,Peaceful protest,Hebei,Langfang,Guangyang,39.522,116.711,2,0
29-Jan-18,2,Protests,Peaceful protest,Shandong,Qingdao,Chengyang,36.307,120.396,1,0
29-Jan-18,2,Protests,Peaceful protest,Hubei,Wuhan,Jiang'an,30.6,114.309,2,0
29-Jan-18,1,Violence against civilians,Abduction/forced disappearance,Xinjiang,Urumqi,Shuimogou,43.833,87.642,2,0
29-Jan-18,1,Protests,Peaceful protest,Zhejiang,Huzhou,Changxing,31.027,119.911,1,0
29-Jan-18,1,Protests,Peaceful protest,Hubei,Wuhan,Jiang'an,30.6,114.309,2,0
29-Jan-18,2,Protests,Peaceful protest,Yunnan,Kunming,Chenggong,24.886,102.821,2,0
30-Jan-18,1,Protests,Peaceful protest,Shanghai,Shanghai,Shanghai,31.231,121.475,3,0
30-Jan-18,1,Protests,Peaceful protest,Shaanxi,Xi'an,Xincheng,34.266,108.961,1,0
31-Jan-18,1,Protests,Peaceful protest,Shandong,Jining,Rencheng,35.407,116.595,2,0
31-Jan-18,1,Protests,Peaceful protest,Sichuan,Deyang,Guanghan,30.977,104.282,1,0
31-Jan-18,1,Violence against civilians,Attack,Shaanxi,Weinan,Miaohoucun,35.706,110.434,2,0
31-Jan-18,1,Protests,Peaceful protest,Shanghai,Shanghai,Shanghai,31.231,121.475,3,0
31-Jan-18,1,Protests,Peaceful protest,Guangdong,Guangzhou,Guangzhou-Panyu,22.969,113.386,1,0
31-Jan-18,1,Protests,Peaceful protest,Shaanxi,Xianyang,Qindu,34.33,108.706,2,0
31-Jan-18,1,Protests,Peaceful protest,Jiangsu,Nantong,Changjiang Town,32.103,120.604,1,0
31-Jan-18,3,Strategic developments,Looting/property destruction,Henan,Zhengzhou,Zhongyuan,34.748,113.613,2,0
31-Jan-18,1,Protests,Protest with intervention,Shaanxi,Xi'an,Xincheng,34.266,108.961,1,0
1-Feb-18,1,Protests,Excessive force against protesters,Chongqing,Fuling,Fuling,29.703,107.389,1,0
1-Feb-18,1,Protests,Peaceful protest,Zhejiang,Zhoushan,Daishan,30.264,122.226,1,0
