Dates,Category,Descript,PdDistrict,DayOfWeek
2018/11/21,Protests,Peaceful protest,Anhui,星期三
2018/11/21,Protests,Peaceful protest,Inner Mongolia,星期三
2018/11/22,Protests,Peaceful protest,Ningxia,星期四
2018/11/22,Protests,Peaceful protest,Guizhou,星期四
2018/11/22,Protests,Peaceful protest,Anhui,星期四
2018/11/22,Protests,Peaceful protest,Inner Mongolia,星期四
2018/11/22,Strategic developments,Looting/property destruction,Henan,星期四
2018/11/23,Protests,Peaceful protest,Shanxi,星期五
2018/11/23,Protests,Protest with intervention,Shaanxi,星期五
2018/11/23,Protests,Peaceful protest,Henan,星期五
2018/11/24,Violence against civilians,Attack,Jiangsu,星期六
2018/11/24,Strategic developments,Looting/property destruction,Shaanxi,星期六
2018/11/24,Protests,Peaceful protest,Guangdong,星期六
2018/11/24,Protests,Peaceful protest,Guangdong,星期六
2018/11/24,Protests,Peaceful protest,Hubei,星期六
2018/11/24,Protests,Peaceful protest,Inner Mongolia,星期六
2018/11/24,Violence against civilians,Abduction/forced disappearance,Beijing,星期六
2018/11/25,Protests,Peaceful protest,Liaoning,星期日
2018/11/26,Protests,Peaceful protest,Shaanxi,星期一
2018/11/26,Protests,Protest with intervention,Jilin,星期一
2018/11/26,Protests,Peaceful protest,Shanghai,星期一
2018/11/26,Protests,Peaceful protest,Hubei,星期一
2018/11/26,Protests,Peaceful protest,Guizhou,星期一
2018/11/26,Violence against civilians,Abduction/forced disappearance,Xinjiang,星期一
2018/11/26,Protests,Peaceful protest,Guangdong,星期一
2018/11/26,Protests,Peaceful protest,Heilongjiang,星期一
2018/11/26,Riots,Violent demonstration,Henan,星期一
2018/11/26,Protests,Peaceful protest,Hebei,星期一
2018/11/26,Protests,Peaceful protest,Qinghai,星期一
2018/11/26,Protests,Peaceful protest,Sichuan,星期一
2018/11/26,Protests,Peaceful protest,Hebei,星期一
2018/11/26,Protests,Peaceful protest,Shanghai,星期一
2018/11/27,Protests,Peaceful protest,Hubei,星期二
2018/11/27,Violence against civilians,Abduction/forced disappearance,Shanxi,星期二
2018/11/27,Strategic developments,Change to group/activity,Heilongjiang,星期二
2018/11/27,Protests,Peaceful protest,Beijing,星期二
2018/11/27,Protests,Peaceful protest,Liaoning,星期二
2018/11/27,Protests,Protest with intervention,Sichuan,星期二
2018/11/27,Violence against civilians,Abduction/forced disappearance,Shandong,星期二
2018/11/27,Protests,Peaceful protest,Shanxi,星期二
2018/11/28,Protests,Peaceful protest,Guangxi,星期三
2018/11/28,Strategic developments,Looting/property destruction,Henan,星期三
2018/11/28,Violence against civilians,Abduction/forced disappearance,Jiangsu,星期三
2018/11/28,Protests,Peaceful protest,Liaoning,星期三
2018/11/28,Protests,Peaceful protest,Fujian,星期三
2018/11/28,Protests,Peaceful protest,Jilin,星期三
2018/11/28,Protests,Peaceful protest,Guangdong,星期三
2018/11/28,Protests,Peaceful protest,Heilongjiang,星期三
2018/11/28,Protests,Peaceful protest,Zhejiang,星期三
2018/11/28,Violence against civilians,Abduction/forced disappearance,Guangdong,星期三
2018/11/29,Violence against civilians,Abduction/forced disappearance,Beijing,星期四
2018/11/29,Protests,Peaceful protest,Beijing,星期四
2018/11/29,Protests,Peaceful protest,Anhui,星期四
2018/11/29,Violence against civilians,Abduction/forced disappearance,Beijing,星期四
2018/11/29,Protests,Peaceful protest,Shanxi,星期四
2018/11/29,Strategic developments,Change to group/activity,Henan,星期四
2018/11/30,Protests,Peaceful protest,Shaanxi,星期五
2018/11/30,Strategic developments,Looting/property destruction,Jiangsu,星期五
2018/11/30,Protests,Peaceful protest,Yunnan,星期五
2018/11/30,Protests,Peaceful protest,Guangdong,星期五
2018/11/30,Protests,Peaceful protest,Henan,星期五
2018/11/30,Protests,Peaceful protest,Sichuan,星期五
2018/11/30,Strategic developments,Looting/property destruction,Jiangxi,星期五
2018/11/30,Protests,Peaceful protest,Hebei,星期五
2018/11/30,Protests,Peaceful protest,Hubei,星期五
2018/12/1,Strategic developments,Looting/property destruction,Shaanxi,星期六
2018/12/1,Protests,Peaceful protest,Hunan,星期六
2018/12/1,Protests,Peaceful protest,Hebei,星期六
2018/12/1,Protests,Peaceful protest,Hubei,星期六
2018/12/1,Protests,Peaceful protest,Shaanxi,星期六
2018/12/1,Protests,Peaceful protest,Jiangsu,星期六
2018/12/1,Protests,Peaceful protest,Sichuan,星期六
2018/12/1,Violence against civilians,Abduction/forced disappearance,Beijing,星期六
2018/12/1,Protests,Protest with intervention,Liaoning,星期六
2018/12/1,Strategic developments,Looting/property destruction,Hubei,星期六
2018/12/1,Strategic developments,Arrests,Sichuan,星期六
2018/12/2,Protests,Peaceful protest,Guizhou,星期日
2018/12/2,Protests,Peaceful protest,Shandong,星期日
2018/12/3,Protests,Protest with intervention,Anhui,星期一
2018/12/3,Protests,Peaceful protest,Jiangxi,星期一
2018/12/3,Protests,Peaceful protest,Beijing,星期一
2018/12/3,Protests,Peaceful protest,Liaoning,星期一
2018/12/3,Protests,Peaceful protest,Beijing,星期一
2018/12/3,Protests,Peaceful protest,Hunan,星期一
2018/12/3,Strategic developments,Looting/property destruction,Hubei,星期一
2018/12/3,Protests,Peaceful protest,Shaanxi,星期一
2018/12/3,Protests,Peaceful protest,Hubei,星期一
2018/12/4,Violence against civilians,Abduction/forced disappearance,Beijing,星期二
2018/12/4,Protests,Protest with intervention,Beijing,星期二
2018/12/4,Protests,Peaceful protest,Liaoning,星期二
2018/12/4,Protests,Peaceful protest,Guangdong,星期二
2018/12/4,Protests,Peaceful protest,Hubei,星期二
2018/12/4,Protests,Peaceful protest,Sichuan,星期二
2018/12/4,Protests,Peaceful protest,Fujian,星期二
2018/12/4,Protests,Peaceful protest,Shaanxi,星期二
2018/12/4,Protests,Peaceful protest,Hubei,星期二
2018/12/4,Protests,Protest with intervention,Sichuan,星期二
2018/12/4,Protests,Peaceful protest,Hubei,星期二
2018/12/4,Violence against civilians,Abduction/forced disappearance,Beijing,星期二
2018/12/4,Strategic developments,Arrests,Xinjiang,星期二
2018/12/4,Protests,Protest with intervention,Beijing,星期二
2018/12/4,Strategic developments,Looting/property destruction,Hubei,星期二
2018/12/4,Protests,Peaceful protest,Guangdong,星期二
2018/12/4,Protests,Protest with intervention,Beijing,星期二
2018/12/5,Protests,Peaceful protest,Beijing,星期三
2018/12/5,Protests,Protest with intervention,Shaanxi,星期三
2018/12/5,Strategic developments,Looting/property destruction,Heilongjiang,星期三
2018/12/5,Strategic developments,Change to group/activity,Gansu,星期三
2018/12/5,Protests,Protest with intervention,Liaoning,星期三
2018/12/5,Protests,Peaceful protest,Jiangsu,星期三
2018/12/6,Protests,Peaceful protest,Guizhou,星期四
2018/12/6,Strategic developments,Change to group/activity,Heilongjiang,星期四
2018/12/6,Protests,Peaceful protest,Shaanxi,星期四
2018/12/6,Protests,Peaceful protest,Shaanxi,星期四
2018/12/6,Protests,Peaceful protest,Guizhou,星期四
2018/12/7,Violence against civilians,Abduction/forced disappearance,Beijing,星期五
2018/12/7,Protests,Peaceful protest,Jiangsu,星期五
2018/12/7,Strategic developments,Change to group/activity,Gansu,星期五
2018/12/7,Protests,Peaceful protest,Shanxi,星期五
2018/12/7,Protests,Peaceful protest,Shandong,星期五
2018/12/7,Protests,Peaceful protest,Guangdong,星期五
2018/12/8,Protests,Peaceful protest,Heilongjiang,星期六
2018/12/8,Protests,Peaceful protest,Sichuan,星期六
2018/12/8,Protests,Peaceful protest,Heilongjiang,星期六
2018/12/8,Strategic developments,Other,Sichuan,星期六
2018/12/9,Protests,Peaceful protest,Hunan,星期日
2018/12/9,Protests,Peaceful protest,Anhui,星期日
2018/12/9,Strategic developments,Other,Sichuan,星期日
2018/12/9,Violence against civilians,Abduction/forced disappearance,Sichuan,星期日
2018/12/9,Violence against civilians,Attack,Sichuan,星期日
2018/12/9,Violence against civilians,Attack,Sichuan,星期日
2018/12/10,Protests,Peaceful protest,Anhui,星期一
2018/12/10,Protests,Peaceful protest,Sichuan,星期一
2018/12/10,Protests,Peaceful protest,Hubei,星期一
2018/12/10,Strategic developments,Arrests,Beijing,星期一
2018/12/10,Strategic developments,Arrests,Liaoning,星期一
2018/12/10,Protests,Peaceful protest,Jilin,星期一
2018/12/10,Violence against civilians,Attack,Sichuan,星期一
2018/12/10,Protests,Peaceful protest,Henan,星期一
2018/12/10,Protests,Peaceful protest,Shaanxi,星期一
2018/12/10,Protests,Peaceful protest,Zhejiang,星期一
2018/12/10,Protests,Protest with intervention,Xinjiang,星期一
2018/12/10,Violence against civilians,Abduction/forced disappearance,Xinjiang,星期一
2018/12/10,Protests,Peaceful protest,Chongqing,星期一
2018/12/11,Protests,Peaceful protest,Hubei,星期二
2018/12/11,Protests,Peaceful protest,Sichuan,星期二
2018/12/11,Strategic developments,Looting/property destruction,Hubei,星期二
2018/12/11,Protests,Peaceful protest,Inner Mongolia,星期二
2018/12/12,Protests,Peaceful protest,Jiangsu,星期三
2018/12/12,Protests,Peaceful protest,Shanghai,星期三
2018/12/12,Protests,Peaceful protest,Jiangxi,星期三
2018/12/12,Violence against civilians,Abduction/forced disappearance,Shaanxi,星期三
2018/12/12,Protests,Peaceful protest,Henan,星期三
2018/12/12,Violence against civilians,Attack,Henan,星期三
2018/12/13,Protests,Peaceful protest,Tianjin,星期四
2018/12/13,Protests,Peaceful protest,Shandong,星期四
2018/12/13,Protests,Peaceful protest,Shanxi,星期四
2018/12/13,Protests,Peaceful protest,Guangdong,星期四
2018/12/13,Protests,Peaceful protest,Beijing,星期四
2018/12/13,Protests,Peaceful protest,Jiangsu,星期四
2018/12/13,Protests,Peaceful protest,Guangdong,星期四
2018/12/13,Protests,Peaceful protest,Shandong,星期四
2018/12/13,Protests,Peaceful protest,Henan,星期四
2018/12/13,Protests,Peaceful protest,Sichuan,星期四
2018/12/14,Protests,Peaceful protest,Inner Mongolia,星期五
2018/12/14,Protests,Peaceful protest,Sichuan,星期五
2018/12/14,Strategic developments,Looting/property destruction,Henan,星期五
2018/12/14,Strategic developments,Change to group/activity,Liaoning,星期五
2018/12/14,Protests,Peaceful protest,Beijing,星期五
2018/12/14,Protests,Peaceful protest,Hainan,星期五
2018/12/15,Protests,Peaceful protest,Henan,星期六
2018/12/15,Riots,Violent demonstration,Jiangsu,星期六
2018/12/15,Strategic developments,Looting/property destruction,Guangdong,星期六
2018/12/16,Strategic developments,Looting/property destruction,Hebei,星期日
2018/12/16,Protests,Peaceful protest,Hebei,星期日
2018/12/16,Strategic developments,Looting/property destruction,Jiangxi,星期日
2018/12/16,Strategic developments,Looting/property destruction,Shaanxi,星期日
2018/12/16,Riots,Violent demonstration,Jiangsu,星期日
2018/12/16,Protests,Protest with intervention,Shaanxi,星期日
2018/12/16,Strategic developments,Change to group/activity,Inner Mongolia,星期日
2018/12/16,Strategic developments,Change to group/activity,Henan,星期日
2018/12/16,Violence against civilians,Attack,Heilongjiang,星期日
2018/12/16,Violence against civilians,Attack,Sichuan,星期日
2018/12/16,Strategic developments,Looting/property destruction,Anhui,星期日
2018/12/16,Strategic developments,Change to group/activity,Shanxi,星期日
2018/12/16,Strategic developments,Looting/property destruction,Hubei,星期日
2018/12/17,Protests,Peaceful protest,Qinghai,星期一
2018/12/17,Protests,Peaceful protest,Shandong,星期一
2018/12/17,Protests,Peaceful protest,Henan,星期一
2018/12/17,Protests,Protest with intervention,Beijing,星期一
2018/12/18,Strategic developments,Change to group/activity,Fujian,星期二
2018/12/18,Protests,Peaceful protest,Jilin,星期二
2018/12/18,Strategic developments,Looting/property destruction,Zhejiang,星期二
2018/12/18,Violence against civilians,Attack,Henan,星期二
2018/12/18,Protests,Peaceful protest,Liaoning,星期二
2018/12/18,Protests,Peaceful protest,Shandong,星期二
2018/12/19,Protests,Peaceful protest,Liaoning,星期三
2018/12/19,Protests,Peaceful protest,Inner Mongolia,星期三
2018/12/19,Protests,Peaceful protest,Liaoning,星期三
2018/12/19,Violence against civilians,Attack,Henan,星期三
2018/12/19,Protests,Peaceful protest,Sichuan,星期三
2018/12/19,Protests,Peaceful protest,Gansu,星期三
2018/12/19,Protests,Peaceful protest,Guizhou,星期三
2018/12/19,Protests,Peaceful protest,Shandong,星期三
2018/12/19,Strategic developments,Change to group/activity,Heilongjiang,星期三
2018/12/19,Violence against civilians,Abduction/forced disappearance,Sichuan,星期三
2018/12/19,Protests,Peaceful protest,Shanxi,星期三
2018/12/20,Protests,Peaceful protest,Guangdong,星期四
2018/12/20,Protests,Peaceful protest,Zhejiang,星期四
2018/12/20,Protests,Protest with intervention,Hubei,星期四
2018/12/21,Protests,Protest with intervention,Jiangsu,星期五
2018/12/21,Violence against civilians,Abduction/forced disappearance,Xinjiang,星期五
2018/12/21,Protests,Peaceful protest,Guangdong,星期五
2018/12/21,Protests,Peaceful protest,Guangdong,星期五
2018/12/22,Protests,Peaceful protest,Anhui,星期六
2018/12/22,Protests,Peaceful protest,Jiangsu,星期六
2018/12/22,Strategic developments,Looting/property destruction,Henan,星期六
2018/12/24,Protests,Excessive force against protesters,Hubei,星期一
2018/12/24,Protests,Peaceful protest,Inner Mongolia,星期一
2018/12/24,Protests,Peaceful protest,Inner Mongolia,星期一
2018/12/24,Protests,Peaceful protest,Heilongjiang,星期一
2018/12/24,Protests,Peaceful protest,Hebei,星期一
2018/12/24,Protests,Protest with intervention,Guangdong,星期一
2018/12/24,Violence against civilians,Attack,Henan,星期一
2018/12/24,Protests,Peaceful protest,Henan,星期一
2018/12/24,Strategic developments,Looting/property destruction,Sichuan,星期一
2018/12/24,Strategic developments,Change to group/activity,Sichuan,星期一
2018/12/25,Protests,Peaceful protest,Jilin,星期二
2018/12/25,Protests,Protest with intervention,Sichuan,星期二
2018/12/25,Protests,Peaceful protest,Jiangsu,星期二
2018/12/25,Protests,Peaceful protest,Hebei,星期二
2018/12/25,Violence against civilians,Attack,Fujian,星期二
2018/12/26,Protests,Peaceful protest,Hubei,星期三
2018/12/26,Violence against civilians,Abduction/forced disappearance,Beijing,星期三
2018/12/26,Protests,Peaceful protest,Tianjin,星期三
2018/12/26,Protests,Peaceful protest,Shandong,星期三
2018/12/26,Protests,Peaceful protest,Guangdong,星期三
2018/12/26,Protests,Peaceful protest,Heilongjiang,星期三
